"County","City","SOW","DSCI","Precipitation","SoilTemp10","SoilTemp20","SoilMoisture10","SoilMoisture20","SoilMoistureVol10","SoilMoistureVol20"
Tippah County,Ripley,2025-02-11 00:00:00.000,0,4.45,54.79,54.79,5.33,12.21,0.34,0.31
Tippah County,Ripley,2025-02-18 00:00:00.000,0,0.1,54.23,54.23,5.16,12.77,0.33,0.32
Tippah County,Ripley,2025-02-25 00:00:00.000,0,0.0,54.14,54.14,4.77,12.17,0.3,0.31
Tippah County,Ripley,2025-03-04 00:00:00.000,0,1.13,53.64,53.64,4.63,11.89,0.29,0.3
Tippah County,Ripley,2025-03-11 00:00:00.000,8,2.9,52.89,52.89,4.67,11.84,0.3,0.3
Tippah County,Ripley,2025-03-18 00:00:00.000,0,0.29,52.7,52.7,4.79,12.09,0.3,0.31
Tishomingo County,Iuka,2023-05-30 00:00:00.000,0,0.29,57.86,57.86,3.96,10.02,0.25,0.25
Tishomingo County,Iuka,2023-06-06 00:00:00.000,94,0.68,58.37,58.37,3.73,9.56,0.24,0.24
Tishomingo County,Iuka,2023-06-13 00:00:00.000,100,1.45,58.93,58.93,3.81,9.27,0.24,0.24
Tishomingo County,Iuka,2023-06-20 00:00:00.000,100,0.16,59.4,59.4,3.87,9.29,0.25,0.24
Tishomingo County,Iuka,2023-06-27 00:00:00.000,100,0.43,59.91,59.91,3.63,8.9,0.23,0.23
Tishomingo County,Iuka,2023-07-04 00:00:00.000,100,1.88,60.66,60.66,3.66,8.69,0.23,0.22
Tishomingo County,Iuka,2023-07-11 00:00:00.000,35,0.6,61.36,61.36,3.8,8.63,0.24,0.22
Tishomingo County,Iuka,2023-07-18 00:00:00.000,35,1.45,61.97,61.97,3.63,8.59,0.23,0.22
Tishomingo County,Iuka,2023-07-25 00:00:00.000,0,0.01,62.69,62.69,3.43,8.23,0.22,0.21
Tishomingo County,Iuka,2023-08-01 00:00:00.000,0,2.67,63.46,63.46,3.26,7.94,0.21,0.2
Tishomingo County,Iuka,2023-08-08 00:00:00.000,0,3.43,64.09,64.09,3.43,7.84,0.22,0.2
Tishomingo County,Iuka,2023-08-15 00:00:00.000,0,0.03,64.76,64.76,3.61,7.96,0.23,0.2
Tishomingo County,Iuka,2023-08-22 00:00:00.000,0,0.41,65.4,65.4,3.37,7.79,0.21,0.2
Tishomingo County,Iuka,2023-08-29 00:00:00.000,0,0.09,66.04,66.04,3.14,7.54,0.2,0.19
Tishomingo County,Iuka,2023-09-05 00:00:00.000,0,0.15,66.6,66.6,3.04,7.44,0.19,0.19
Tishomingo County,Iuka,2023-09-12 00:00:00.000,0,0.1,67.03,67.03,2.96,7.36,0.19,0.19
Tishomingo County,Iuka,2023-09-19 00:00:00.000,89,0.23,67.4,67.4,2.81,7.13,0.18,0.18
Tishomingo County,Iuka,2023-09-26 00:00:00.000,95,0.0,67.59,67.59,2.71,6.87,0.17,0.18
Tishomingo County,Iuka,2023-10-03 00:00:00.000,183,0.12,67.81,67.81,2.64,6.81,0.17,0.17
Tishomingo County,Iuka,2023-10-10 00:00:00.000,200,0.01,67.87,67.87,2.61,6.84,0.17,0.17
Tishomingo County,Iuka,2023-10-17 00:00:00.000,300,0.03,67.84,67.84,2.6,6.8,0.16,0.17
Tishomingo County,Iuka,2023-10-24 00:00:00.000,400,0.16,67.73,67.73,2.54,6.69,0.16,0.17
Tishomingo County,Iuka,2023-10-31 00:00:00.000,400,0.0,67.6,67.6,2.6,6.76,0.16,0.17
Tishomingo County,Iuka,2023-11-07 00:00:00.000,400,0.29,67.16,67.16,2.61,6.84,0.17,0.17
Tishomingo County,Iuka,2023-11-14 00:00:00.000,449,0.88,66.71,66.71,2.6,6.89,0.17,0.17
Tishomingo County,Iuka,2023-11-21 00:00:00.000,449,0.5,66.23,66.23,2.74,6.94,0.17,0.18
Tishomingo County,Iuka,2023-11-28 00:00:00.000,434,0.76,65.43,65.43,2.89,7.11,0.18,0.18
Tishomingo County,Iuka,2023-12-05 00:00:00.000,434,0.32,64.47,64.47,3.14,7.26,0.2,0.18
Tishomingo County,Iuka,2023-12-12 00:00:00.000,400,0.06,63.41,63.41,3.29,7.4,0.21,0.19
Tishomingo County,Iuka,2023-12-19 00:00:00.000,400,0.46,62.36,62.36,3.3,7.53,0.21,0.19
Tishomingo County,Iuka,2023-12-26 00:00:00.000,400,0.02,61.29,61.29,3.49,7.73,0.22,0.2
Tishomingo County,Iuka,2024-01-02 00:00:00.000,401,0.93,60.23,60.23,3.59,8.01,0.23,0.2
Tishomingo County,Iuka,2024-01-09 00:00:00.000,401,1.18,59.04,59.04,4.14,8.34,0.26,0.21
Tishomingo County,Iuka,2024-01-16 00:00:00.000,349,0.08,57.83,57.83,4.3,9.23,0.27,0.23
Tishomingo County,Iuka,2024-01-23 00:00:00.000,349,2.77,56.63,56.63,4.83,10.93,0.31,0.28
Tishomingo County,Iuka,2024-01-30 00:00:00.000,249,1.33,55.39,55.39,4.7,11.97,0.3,0.3
Tishomingo County,Iuka,2024-02-06 00:00:00.000,165,2.17,54.51,54.51,4.77,11.83,0.3,0.3
Tishomingo County,Iuka,2024-02-13 00:00:00.000,84,0.02,54.11,54.11,4.76,12.17,0.3,0.31
Tishomingo County,Iuka,2024-02-20 00:00:00.000,67,0.54,53.74,53.74,4.44,11.59,0.28,0.29
Tishomingo County,Iuka,2024-02-27 00:00:00.000,67,0.33,53.5,53.5,4.3,11.17,0.27,0.28
Tishomingo County,Iuka,2024-03-05 00:00:00.000,66,0.55,53.4,53.4,4.46,11.07,0.28,0.28
Tishomingo County,Iuka,2024-03-12 00:00:00.000,66,1.52,53.61,53.61,4.63,11.31,0.29,0.29
Tishomingo County,Iuka,2024-03-19 00:00:00.000,31,1.01,53.81,53.81,4.57,11.63,0.29,0.29
Tishomingo County,Iuka,2024-03-26 00:00:00.000,6,1.08,53.97,53.97,4.63,11.56,0.29,0.29
Tishomingo County,Iuka,2024-04-02 00:00:00.000,0,0.8,54.14,54.14,4.43,11.33,0.28,0.29
Tishomingo County,Iuka,2024-04-09 00:00:00.000,0,1.21,54.36,54.36,4.7,11.5,0.3,0.29
Tishomingo County,Iuka,2024-04-16 00:00:00.000,0,0.28,54.61,54.61,4.47,11.59,0.28,0.29
Tishomingo County,Iuka,2024-04-23 00:00:00.000,0,0.48,54.96,54.96,4.2,10.96,0.27,0.28
Tishomingo County,Iuka,2024-04-30 00:00:00.000,0,1.9,55.4,55.4,4.11,10.47,0.26,0.27
Tishomingo County,Iuka,2024-05-07 00:00:00.000,0,0.94,55.89,55.89,4.19,10.29,0.27,0.26
Tishomingo County,Iuka,2024-05-14 00:00:00.000,0,1.04,56.5,56.5,4.13,10.21,0.26,0.26
Tishomingo County,Iuka,2024-05-21 00:00:00.000,0,0.75,57.07,57.07,4.14,10.01,0.26,0.25
Tishomingo County,Iuka,2024-05-28 00:00:00.000,0,1.34,57.69,57.69,4.29,10.07,0.27,0.26
Tishomingo County,Iuka,2024-06-04 00:00:00.000,0,0.18,58.34,58.34,4.31,10.3,0.27,0.26
Tishomingo County,Iuka,2024-06-11 00:00:00.000,0,0.06,58.91,58.91,4.03,9.96,0.25,0.25
Tishomingo County,Iuka,2024-06-18 00:00:00.000,13,0.01,59.5,59.5,3.74,9.47,0.24,0.24
Tishomingo County,Iuka,2024-06-25 00:00:00.000,100,0.29,60.17,60.17,3.56,9.11,0.23,0.23
Tishomingo County,Iuka,2024-07-02 00:00:00.000,153,0.42,60.87,60.87,3.37,8.71,0.21,0.22
Tishomingo County,Iuka,2024-07-09 00:00:00.000,198,0.33,61.6,61.6,3.23,8.33,0.2,0.21
Tishomingo County,Iuka,2024-07-16 00:00:00.000,200,0.33,62.31,62.31,3.11,8.0,0.2,0.2
Tishomingo County,Iuka,2024-07-23 00:00:00.000,200,1.49,63.03,63.03,3.21,7.93,0.2,0.2
Tishomingo County,Iuka,2024-07-30 00:00:00.000,100,0.01,63.67,63.67,3.5,7.91,0.22,0.2
Tishomingo County,Iuka,2024-08-06 00:00:00.000,102,0.0,64.34,64.34,3.34,7.74,0.21,0.2
Tishomingo County,Iuka,2024-08-13 00:00:00.000,102,0.13,64.94,64.94,3.13,7.51,0.2,0.19
Tishomingo County,Iuka,2024-08-20 00:00:00.000,127,0.0,65.54,65.54,2.97,7.3,0.19,0.19
Tishomingo County,Iuka,2024-08-27 00:00:00.000,182,0.45,66.04,66.04,2.84,7.09,0.18,0.18
Tishomingo County,Iuka,2024-09-03 00:00:00.000,211,0.0,66.53,66.53,2.91,7.01,0.19,0.18
Tishomingo County,Iuka,2024-09-10 00:00:00.000,211,4.71,66.94,66.94,3.43,6.99,0.22,0.18
Tishomingo County,Iuka,2024-09-17 00:00:00.000,107,0.01,67.34,67.34,4.24,8.56,0.27,0.22
Tishomingo County,Iuka,2024-09-24 00:00:00.000,106,1.03,67.56,67.56,3.97,8.89,0.25,0.23
Tishomingo County,Iuka,2024-10-01 00:00:00.000,100,0.0,67.7,67.7,3.89,8.99,0.25,0.23
Tishomingo County,Iuka,2024-10-08 00:00:00.000,100,0.0,67.79,67.79,3.66,8.73,0.23,0.22
Tishomingo County,Iuka,2024-10-15 00:00:00.000,100,0.0,67.74,67.74,3.53,8.74,0.22,0.22
Tishomingo County,Iuka,2024-10-22 00:00:00.000,100,0.08,67.6,67.6,3.41,8.61,0.22,0.22
Tishomingo County,Iuka,2024-10-29 00:00:00.000,119,0.41,67.4,67.4,3.34,8.47,0.21,0.22
Tishomingo County,Iuka,2024-11-05 00:00:00.000,118,0.99,67.23,67.23,3.34,8.34,0.21,0.21
Tishomingo County,Iuka,2024-11-12 00:00:00.000,66,0.92,67.1,67.1,3.9,8.59,0.25,0.22
Tishomingo County,Iuka,2024-11-19 00:00:00.000,53,0.33,66.79,66.79,4.04,9.07,0.26,0.23
Tishomingo County,Iuka,2024-11-26 00:00:00.000,53,0.09,66.21,66.21,3.93,9.24,0.25,0.23
Tishomingo County,Iuka,2024-12-03 00:00:00.000,55,0.99,65.31,65.31,3.89,9.33,0.25,0.24
Tishomingo County,Iuka,2024-12-10 00:00:00.000,55,0.71,64.13,64.13,4.26,9.69,0.27,0.25
Tishomingo County,Iuka,2024-12-17 00:00:00.000,54,0.55,62.94,62.94,4.64,10.64,0.29,0.27
Tishomingo County,Iuka,2024-12-24 00:00:00.000,54,1.34,61.89,61.89,4.44,10.97,0.28,0.28
Tishomingo County,Iuka,2024-12-31 00:00:00.000,53,0.89,60.94,60.94,4.5,11.24,0.29,0.29
Tishomingo County,Iuka,2025-01-07 00:00:00.000,53,0.42,60.03,60.03,4.43,11.24,0.28,0.29
Tishomingo County,Iuka,2025-01-14 00:00:00.000,53,0.32,59.3,59.3,4.13,9.96,0.26,0.25
Tishomingo County,Iuka,2025-01-21 00:00:00.000,53,0.27,58.96,58.96,3.67,9.07,0.23,0.23
Tishomingo County,Iuka,2025-01-28 00:00:00.000,114,0.92,57.44,57.44,3.81,9.04,0.24,0.23
Tishomingo County,Iuka,2025-02-04 00:00:00.000,93,0.14,56.07,56.07,4.06,9.6,0.26,0.24
Tishomingo County,Iuka,2025-02-11 00:00:00.000,93,3.09,55.41,55.41,4.81,10.73,0.3,0.27
Tishomingo County,Iuka,2025-02-18 00:00:00.000,0,0.08,55.86,55.86,4.6,11.33,0.29,0.29
Tishomingo County,Iuka,2025-02-25 00:00:00.000,0,0.0,55.0,55.0,4.3,11.06,0.27,0.28
Tishomingo County,Iuka,2025-03-04 00:00:00.000,0,0.76,54.67,54.67,4.17,10.8,0.27,0.27
Tishomingo County,Iuka,2025-03-11 00:00:00.000,41,2.25,54.19,54.19,4.33,10.77,0.28,0.27
Tishomingo County,Iuka,2025-03-18 00:00:00.000,0,0.09,54.01,54.01,4.54,11.39,0.29,0.29
Tunica County,Tunica,2023-05-30 00:00:00.000,67,0.01,58.38,58.38,4.48,13.92,0.28,0.35
Tunica County,Tunica,2023-06-06 00:00:00.000,66,0.49,59.03,59.03,4.14,13.9,0.26,0.35
Tunica County,Tunica,2023-06-13 00:00:00.000,66,0.52,59.79,59.79,3.91,13.9,0.25,0.35
Tunica County,Tunica,2023-06-20 00:00:00.000,80,0.0,60.33,60.33,3.63,13.9,0.23,0.35
Tunica County,Tunica,2023-06-27 00:00:00.000,80,0.03,61.11,61.11,3.26,13.9,0.21,0.35
Tunica County,Tunica,2023-07-04 00:00:00.000,91,0.4,61.83,61.83,2.96,13.9,0.19,0.35
Tunica County,Tunica,2023-07-11 00:00:00.000,96,0.29,62.64,62.64,2.8,13.9,0.18,0.35
Tunica County,Tunica,2023-07-18 00:00:00.000,0,0.34,63.17,63.17,2.6,13.9,0.16,0.35
Tunica County,Tunica,2023-07-25 00:00:00.000,0,0.0,63.81,63.81,2.39,13.87,0.15,0.35
Tunica County,Tunica,2023-08-01 00:00:00.000,0,0.0,64.37,64.37,2.23,13.81,0.14,0.35
Tunica County,Tunica,2023-08-08 00:00:00.000,83,0.18,65.0,65.0,2.2,13.8,0.14,0.35
Tunica County,Tunica,2023-08-15 00:00:00.000,184,0.0,65.36,65.36,2.11,13.8,0.14,0.35
Tunica County,Tunica,2023-08-22 00:00:00.000,184,0.11,65.91,65.91,2.1,13.8,0.13,0.35
Tunica County,Tunica,2023-08-29 00:00:00.000,184,0.07,66.4,66.4,2.1,13.79,0.13,0.35
Tunica County,Tunica,2023-09-05 00:00:00.000,227,0.22,66.91,66.91,2.1,13.7,0.14,0.35
Tunica County,Tunica,2023-09-12 00:00:00.000,176,0.03,67.19,67.19,2.1,13.7,0.14,0.35
Tunica County,Tunica,2023-09-19 00:00:00.000,210,0.29,67.57,67.57,2.1,13.7,0.14,0.35
Tunica County,Tunica,2023-09-26 00:00:00.000,210,0.0,67.79,67.79,2.1,13.7,0.14,0.35
Tunica County,Tunica,2023-10-03 00:00:00.000,233,0.13,68.1,68.1,2.1,13.7,0.14,0.35
Tunica County,Tunica,2023-10-10 00:00:00.000,233,0.0,68.2,68.2,2.2,13.7,0.14,0.35
Tunica County,Tunica,2023-10-17 00:00:00.000,308,0.0,68.27,68.27,2.2,13.67,0.14,0.35
Tunica County,Tunica,2023-10-24 00:00:00.000,333,0.45,68.23,68.23,2.2,13.6,0.14,0.35
Tunica County,Tunica,2023-10-31 00:00:00.000,334,0.0,68.24,68.24,2.21,13.6,0.14,0.35
Tunica County,Tunica,2023-11-07 00:00:00.000,334,0.61,67.94,67.94,2.3,13.6,0.14,0.34
Tunica County,Tunica,2023-11-14 00:00:00.000,329,0.22,67.57,67.57,2.33,13.6,0.15,0.34
Tunica County,Tunica,2023-11-21 00:00:00.000,329,0.5,67.09,67.09,2.4,13.6,0.15,0.35
Tunica County,Tunica,2023-11-28 00:00:00.000,329,0.1,66.41,66.41,2.51,13.6,0.16,0.35
Tunica County,Tunica,2023-12-05 00:00:00.000,381,0.01,65.5,65.5,2.59,13.6,0.16,0.35
Tunica County,Tunica,2023-12-12 00:00:00.000,390,0.0,64.64,64.64,2.69,13.6,0.17,0.35
Tunica County,Tunica,2023-12-19 00:00:00.000,397,0.01,63.74,63.74,2.8,13.69,0.18,0.35
Tunica County,Tunica,2023-12-26 00:00:00.000,440,0.0,62.86,62.86,2.93,13.7,0.19,0.35
Tunica County,Tunica,2024-01-02 00:00:00.000,440,0.01,61.89,61.89,3.04,13.7,0.19,0.35
Tunica County,Tunica,2024-01-09 00:00:00.000,440,0.01,60.79,60.79,3.27,13.7,0.21,0.35
Tunica County,Tunica,2024-01-16 00:00:00.000,436,0.16,59.63,59.63,3.53,13.84,0.22,0.35
Tunica County,Tunica,2024-01-23 00:00:00.000,436,0.45,58.24,58.24,4.96,13.83,0.31,0.35
Tunica County,Tunica,2024-01-30 00:00:00.000,340,0.01,56.97,56.97,5.5,14.04,0.35,0.36
Tunica County,Tunica,2024-02-06 00:00:00.000,320,0.14,56.07,56.07,5.67,14.03,0.36,0.36
Tunica County,Tunica,2024-02-13 00:00:00.000,307,0.1,55.49,55.49,5.96,14.57,0.38,0.37
Tunica County,Tunica,2024-02-20 00:00:00.000,217,0.0,55.03,55.03,5.77,14.63,0.37,0.37
Tunica County,Tunica,2024-02-27 00:00:00.000,217,0.0,54.79,54.79,5.66,14.51,0.36,0.37
Tunica County,Tunica,2024-03-05 00:00:00.000,217,0.0,54.77,54.77,5.54,14.34,0.35,0.36
Tunica County,Tunica,2024-03-12 00:00:00.000,217,0.22,54.83,54.83,5.56,14.29,0.35,0.36
Tunica County,Tunica,2024-03-19 00:00:00.000,122,0.02,54.97,54.97,5.56,14.26,0.35,0.36
Tunica County,Tunica,2024-03-26 00:00:00.000,112,0.01,55.13,55.13,5.67,14.26,0.36,0.36
Tunica County,Tunica,2024-04-02 00:00:00.000,112,0.0,55.26,55.26,5.46,14.19,0.35,0.36
Tunica County,Tunica,2024-04-09 00:00:00.000,112,0.01,55.51,55.51,5.87,14.43,0.37,0.37
Tunica County,Tunica,2024-04-16 00:00:00.000,12,0.0,55.74,55.74,5.7,14.77,0.36,0.37
Tunica County,Tunica,2024-04-23 00:00:00.000,12,0.0,56.1,56.1,5.47,14.53,0.35,0.37
Tunica County,Tunica,2024-04-30 00:00:00.000,12,0.01,56.53,56.53,5.34,14.34,0.34,0.36
Tunica County,Tunica,2024-05-07 00:00:00.000,0,0.0,57.04,57.04,5.41,14.26,0.34,0.36
Tunica County,Tunica,2024-05-14 00:00:00.000,0,0.0,57.69,57.69,5.24,14.14,0.33,0.36
Tunica County,Tunica,2024-05-21 00:00:00.000,0,0.01,58.37,58.37,5.21,14.01,0.33,0.36
Tunica County,Tunica,2024-05-28 00:00:00.000,0,0.01,59.1,59.1,5.23,13.99,0.33,0.36
Tunica County,Tunica,2024-06-04 00:00:00.000,0,0.0,59.87,59.87,4.96,13.93,0.32,0.35
Tunica County,Tunica,2024-06-11 00:00:00.000,66,0.64,60.61,60.61,4.5,13.84,0.28,0.35
Tunica County,Tunica,2024-06-18 00:00:00.000,87,0.01,61.33,61.33,4.09,13.81,0.26,0.35
Tunica County,Tunica,2024-06-25 00:00:00.000,87,0.05,62.04,62.04,3.73,13.86,0.24,0.35
Tunica County,Tunica,2024-07-02 00:00:00.000,100,0.17,62.81,62.81,3.24,13.86,0.21,0.35
Tunica County,Tunica,2024-07-09 00:00:00.000,90,0.01,63.49,63.49,2.93,13.84,0.19,0.35
Tunica County,Tunica,2024-07-16 00:00:00.000,90,0.1,64.03,64.03,2.61,13.84,0.16,0.35
Tunica County,Tunica,2024-07-23 00:00:00.000,143,1.13,64.63,64.63,2.5,13.86,0.16,0.35
Tunica County,Tunica,2024-07-30 00:00:00.000,52,0.0,65.13,65.13,2.44,13.8,0.16,0.35
Tunica County,Tunica,2024-08-06 00:00:00.000,53,0.0,65.61,65.61,2.29,13.79,0.14,0.35
Tunica County,Tunica,2024-08-13 00:00:00.000,53,0.14,66.01,66.01,2.19,13.74,0.14,0.35
Tunica County,Tunica,2024-08-20 00:00:00.000,69,0.0,66.43,66.43,2.1,13.76,0.14,0.35
Tunica County,Tunica,2024-08-27 00:00:00.000,147,0.39,66.71,66.71,2.1,13.7,0.13,0.35
Tunica County,Tunica,2024-09-03 00:00:00.000,147,0.11,67.11,67.11,2.1,13.7,0.14,0.35
Tunica County,Tunica,2024-09-10 00:00:00.000,162,1.92,67.46,67.46,2.13,13.7,0.14,0.35
Tunica County,Tunica,2024-09-17 00:00:00.000,94,0.0,67.69,67.69,2.49,13.7,0.16,0.35
Tunica County,Tunica,2024-09-24 00:00:00.000,94,0.55,67.9,67.9,2.5,13.67,0.16,0.35
Tunica County,Tunica,2024-10-01 00:00:00.000,51,0.0,68.1,68.1,2.47,13.64,0.16,0.35
Tunica County,Tunica,2024-10-08 00:00:00.000,52,0.0,68.21,68.21,2.5,13.64,0.16,0.35
Tunica County,Tunica,2024-10-15 00:00:00.000,52,0.0,68.21,68.21,2.46,13.63,0.16,0.35
Tunica County,Tunica,2024-10-22 00:00:00.000,52,0.18,68.13,68.13,2.41,13.6,0.15,0.35
Tunica County,Tunica,2024-10-29 00:00:00.000,88,0.3,67.96,67.96,2.39,13.6,0.15,0.35
Tunica County,Tunica,2024-11-05 00:00:00.000,87,1.33,67.9,67.9,2.47,13.6,0.16,0.34
Tunica County,Tunica,2024-11-12 00:00:00.000,0,0.23,67.79,67.79,2.61,13.59,0.17,0.34
Tunica County,Tunica,2024-11-19 00:00:00.000,0,0.15,67.54,67.54,2.86,13.57,0.18,0.34
Tunica County,Tunica,2024-11-26 00:00:00.000,0,0.02,66.97,66.97,2.9,13.59,0.18,0.34
Tunica County,Tunica,2024-12-03 00:00:00.000,0,0.48,66.19,66.19,3.01,13.6,0.19,0.34
Tunica County,Tunica,2024-12-10 00:00:00.000,0,0.68,65.16,65.16,3.23,13.6,0.21,0.35
Tunica County,Tunica,2024-12-17 00:00:00.000,0,0.52,64.1,64.1,3.87,13.6,0.25,0.35
Tunica County,Tunica,2024-12-24 00:00:00.000,0,1.79,63.13,63.13,4.31,13.61,0.27,0.35
Tunica County,Tunica,2024-12-31 00:00:00.000,0,0.12,62.09,62.09,5.29,13.67,0.34,0.35
Tunica County,Tunica,2025-01-07 00:00:00.000,0,0.07,61.09,61.09,5.2,13.73,0.33,0.35
Tunica County,Tunica,2025-01-14 00:00:00.000,0,0.0,59.94,59.94,5.1,13.7,0.32,0.35
Tunica County,Tunica,2025-01-21 00:00:00.000,0,0.01,58.63,58.63,5.19,13.7,0.33,0.35
Tunica County,Tunica,2025-01-28 00:00:00.000,0,0.05,57.27,57.27,5.26,13.7,0.33,0.35
Tunica County,Tunica,2025-02-04 00:00:00.000,0,0.0,56.27,56.27,5.33,13.7,0.34,0.35
Tunica County,Tunica,2025-02-11 00:00:00.000,0,1.47,55.73,55.73,5.86,13.89,0.37,0.35
Tunica County,Tunica,2025-02-18 00:00:00.000,0,0.02,54.9,54.9,6.04,14.61,0.38,0.37
Tunica County,Tunica,2025-02-25 00:00:00.000,0,0.0,54.36,54.36,5.81,14.77,0.37,0.38
Tunica County,Tunica,2025-03-04 00:00:00.000,0,0.92,53.41,53.41,5.7,14.64,0.36,0.37
Tunica County,Tunica,2025-03-11 00:00:00.000,1,2.07,53.26,53.26,5.64,14.56,0.36,0.37
Tunica County,Tunica,2025-03-18 00:00:00.000,1,0.0,53.24,53.24,5.6,14.46,0.36,0.37
Union County,New Albany,2023-05-30 00:00:00.000,0,0.47,58.3,58.3,3.72,10.42,0.24,0.26
Union County,New Albany,2023-06-06 00:00:00.000,0,1.44,58.77,58.77,3.47,10.16,0.22,0.26
Union County,New Albany,2023-06-13 00:00:00.000,0,2.57,59.33,59.33,3.51,9.99,0.22,0.25
Union County,New Albany,2023-06-20 00:00:00.000,0,0.19,59.81,59.81,3.64,10.03,0.23,0.25
Union County,New Albany,2023-06-27 00:00:00.000,0,0.29,60.49,60.49,3.3,9.87,0.21,0.25
Union County,New Albany,2023-07-04 00:00:00.000,0,2.27,61.11,61.11,3.04,9.71,0.19,0.25
Union County,New Albany,2023-07-11 00:00:00.000,0,1.01,61.77,61.77,3.07,9.64,0.2,0.24
Union County,New Albany,2023-07-18 00:00:00.000,0,0.98,62.34,62.34,2.9,9.53,0.18,0.24
Union County,New Albany,2023-07-25 00:00:00.000,0,0.04,63.06,63.06,2.66,9.39,0.17,0.24
Union County,New Albany,2023-08-01 00:00:00.000,0,1.24,63.63,63.63,2.46,9.2,0.16,0.23
Union County,New Albany,2023-08-08 00:00:00.000,0,2.87,64.21,64.21,2.47,9.11,0.16,0.23
Union County,New Albany,2023-08-15 00:00:00.000,0,0.55,64.8,64.8,2.56,9.04,0.16,0.23
Union County,New Albany,2023-08-22 00:00:00.000,0,0.11,65.37,65.37,2.43,8.93,0.15,0.23
Union County,New Albany,2023-08-29 00:00:00.000,0,0.56,65.89,65.89,2.31,8.81,0.15,0.22
Union County,New Albany,2023-09-05 00:00:00.000,0,0.46,66.39,66.39,2.24,8.73,0.14,0.22
Union County,New Albany,2023-09-12 00:00:00.000,0,0.02,66.7,66.7,2.19,8.64,0.14,0.22
Union County,New Albany,2023-09-19 00:00:00.000,100,0.24,67.09,67.09,2.11,8.53,0.13,0.22
Union County,New Albany,2023-09-26 00:00:00.000,98,0.0,67.37,67.37,2.04,8.46,0.13,0.21
Union County,New Albany,2023-10-03 00:00:00.000,198,0.21,67.57,67.57,2.03,8.37,0.13,0.21
Union County,New Albany,2023-10-10 00:00:00.000,200,0.03,67.7,67.7,2.0,8.36,0.13,0.21
Union County,New Albany,2023-10-17 00:00:00.000,300,0.0,67.76,67.76,2.0,8.36,0.13,0.21
Union County,New Albany,2023-10-24 00:00:00.000,300,0.29,67.69,67.69,2.0,8.3,0.13,0.21
Union County,New Albany,2023-10-31 00:00:00.000,361,0.0,67.59,67.59,2.0,8.34,0.13,0.21
Union County,New Albany,2023-11-07 00:00:00.000,400,0.31,67.34,67.34,2.03,8.36,0.13,0.21
Union County,New Albany,2023-11-14 00:00:00.000,400,1.0,67.07,67.07,2.09,8.37,0.13,0.21
Union County,New Albany,2023-11-21 00:00:00.000,400,0.13,66.64,66.64,2.16,8.44,0.14,0.21
Union County,New Albany,2023-11-28 00:00:00.000,400,0.99,66.06,66.06,2.31,8.49,0.15,0.22
Union County,New Albany,2023-12-05 00:00:00.000,400,0.38,65.24,65.24,2.46,8.54,0.16,0.22
Union County,New Albany,2023-12-12 00:00:00.000,420,0.03,64.37,64.37,2.64,8.61,0.17,0.22
Union County,New Albany,2023-12-19 00:00:00.000,420,0.83,63.41,63.41,2.74,8.7,0.17,0.22
Union County,New Albany,2023-12-26 00:00:00.000,500,0.0,62.46,62.46,2.94,8.81,0.19,0.22
Union County,New Albany,2024-01-02 00:00:00.000,500,1.69,61.44,61.44,3.1,8.9,0.2,0.23
Union County,New Albany,2024-01-09 00:00:00.000,411,1.87,60.27,60.27,3.84,9.13,0.24,0.23
Union County,New Albany,2024-01-16 00:00:00.000,384,0.12,59.09,59.09,4.1,9.67,0.26,0.25
Union County,New Albany,2024-01-23 00:00:00.000,384,3.84,57.97,57.97,4.73,10.7,0.3,0.27
Union County,New Albany,2024-01-30 00:00:00.000,285,1.22,56.71,56.71,4.8,11.9,0.31,0.3
Union County,New Albany,2024-02-06 00:00:00.000,242,2.35,55.73,55.73,5.03,12.31,0.32,0.31
Union County,New Albany,2024-02-13 00:00:00.000,156,0.1,55.29,55.29,5.04,12.84,0.32,0.33
Union County,New Albany,2024-02-20 00:00:00.000,145,0.24,54.96,54.96,4.74,12.27,0.3,0.31
Union County,New Albany,2024-02-27 00:00:00.000,145,0.63,54.66,54.66,4.57,11.81,0.29,0.3
Union County,New Albany,2024-03-05 00:00:00.000,145,0.45,54.47,54.47,4.6,11.63,0.29,0.3
Union County,New Albany,2024-03-12 00:00:00.000,107,1.41,54.69,54.69,4.77,11.63,0.3,0.29
Union County,New Albany,2024-03-19 00:00:00.000,59,1.3,54.79,54.79,4.74,11.97,0.3,0.3
Union County,New Albany,2024-03-26 00:00:00.000,0,0.9,54.94,54.94,4.86,12.1,0.31,0.31
Union County,New Albany,2024-04-02 00:00:00.000,0,1.09,54.93,54.93,4.66,11.84,0.29,0.3
Union County,New Albany,2024-04-09 00:00:00.000,0,5.16,55.2,55.2,5.16,12.8,0.33,0.33
Union County,New Albany,2024-04-16 00:00:00.000,0,0.2,55.3,55.3,4.81,12.53,0.31,0.32
Union County,New Albany,2024-04-23 00:00:00.000,0,0.34,55.66,55.66,4.5,11.83,0.29,0.3
Union County,New Albany,2024-04-30 00:00:00.000,0,2.27,55.97,55.97,4.44,11.36,0.28,0.29
Union County,New Albany,2024-05-07 00:00:00.000,0,0.55,56.49,56.49,4.5,11.27,0.29,0.29
Union County,New Albany,2024-05-14 00:00:00.000,0,1.14,57.01,57.01,4.31,11.01,0.27,0.28
